"","ID","Profit9","Online9","Age9","Inc9","Tenure9","District9","Profit0","Online0","Billpay9","Billpay0","fDistrict9","NAge","AgeImpt","MissingAge","NInc","IncImpt","MissingInc","D1100","D1200"
"14489",14489,730,0,7,3,19.83,1200,408,0,0,0,"1200",7,7,0,3,3,0,0,1
"14490",14490,-21,0,3,9,13.83,1200,-24,0,0,0,"1200",3,3,0,9,9,0,0,1
"14491",14491,20,0,4,6,33.5,1100,76,0,0,0,"1100",4,4,0,6,6,0,1,0
"14492",14492,5,0,3,1,6.41,1200,-8,0,0,0,"1200",3,3,0,1,1,0,0,1
"14493",14493,154,1,NA,NA,7.91,1200,338,1,0,0,"1200",4.04604840436924,3.19531559796222,1,5.45877722158046,6.06966224737368,1,0,1
"14494",14494,202,0,6,5,4.66,1300,108,0,0,0,"1300",6,6,0,5,5,0,0,0
"14495",14495,-2,0,2,5,6.91,1200,-30,1,0,0,"1200",2,2,0,5,5,0,0,1
"14496",14496,-143,1,2,6,7.58,1200,203,1,0,0,"1200",2,2,0,6,6,0,0,1
"14497",14497,209,0,6,4,10.91,1100,NA,NA,0,NA,"1100",6,6,0,4,4,0,1,0
"14498",14498,-33,0,4,1,5.5,1200,-43,0,0,0,"1200",4,4,0,1,1,0,0,1
"14499",14499,-2,0,3,5,12.91,1100,-3,0,0,0,"1100",3,3,0,5,5,0,1,0
"14500",14500,-18,0,3,5,3.91,1300,0,0,0,0,"1300",3,3,0,5,5,0,0,0
"14501",14501,555,1,NA,NA,11.08,1200,NA,NA,1,NA,"1200",4.04604840436924,3.54186592646605,1,5.45877722158046,6.49936118145915,1,0,1
"14502",14502,12,0,NA,NA,0.25,1300,NA,NA,0,NA,"1300",4.04604840436924,3.31899459302131,1,5.45877722158046,4.54252826223493,1,0,0
"14503",14503,-29,0,2,3,10.33,1200,-28,0,0,0,"1200",2,2,0,3,3,0,0,1
"14504",14504,-28,0,3,NA,14.16,1200,-69,0,0,0,"1200",3,3,0,5.45877722158046,5.71059902199385,1,0,1
"14505",14505,231,0,NA,NA,20.25,1100,392,0,0,0,"1100",4.04604840436924,5.14462381000792,1,5.45877722158046,4.30300670281203,1,1,0
"14506",14506,138,0,6,9,7.58,1200,36,0,0,0,"1200",6,6,0,9,9,0,0,1
"14507",14507,-63,1,3,7,4.83,1200,-8,1,0,0,"1200",3,3,0,7,7,0,0,1
"14508",14508,104,0,4,4,15.41,1200,94,0,0,0,"1200",4,4,0,4,4,0,0,1
"14509",14509,310,0,NA,NA,9.41,1200,377,0,0,0,"1200",4.04604840436924,3.96929728848243,1,5.45877722158046,5.64032033439154,1,0,1
"14510",14510,-64,0,5,5,0.5,1200,-49,0,0,0,"1200",5,5,0,5,5,0,0,1
"14511",14511,623,0,5,4,12.66,1300,701,0,0,0,"1300",5,5,0,4,4,0,0,0
"14512",14512,327,0,3,6,3.58,1300,262,0,0,0,"1300",3,3,0,6,6,0,0,0
"14513",14513,-67,1,3,7,10.91,1300,NA,NA,0,NA,"1300",3,3,0,7,7,0,0,0
"14514",14514,14,0,3,6,8.08,1200,137,0,0,0,"1200",3,3,0,6,6,0,0,1
"14515",14515,58,0,2,7,2.33,1200,591,0,0,0,"1200",2,2,0,7,7,0,0,1
"14516",14516,-94,0,2,8,8,1300,-64,0,0,0,"1300",2,2,0,8,8,0,0,0
"14517",14517,-55,0,4,6,1.33,1200,-56,0,0,0,"1200",4,4,0,6,6,0,0,1
"14518",14518,-43,0,4,4,6.5,1300,-20,0,0,0,"1300",4,4,0,4,4,0,0,0
"14519",14519,-72,0,7,2,28.25,1300,250,0,0,0,"1300",7,7,0,2,2,0,0,0
"14520",14520,329,0,3,3,9.16,1300,449,0,0,0,"1300",3,3,0,3,3,0,0,0
"14521",14521,924,0,4,6,9.83,1200,1108,1,0,0,"1200",4,4,0,6,6,0,0,1
"14522",14522,35,0,NA,NA,2,1200,81,0,0,0,"1200",4.04604840436924,3.3793025954112,1,5.45877722158046,5.53068558173193,1,0,1
"14523",14523,-3,0,2,7,9.75,1200,-3,0,0,0,"1200",2,2,0,7,7,0,0,1
"14524",14524,676,0,4,8,28.25,1200,726,0,0,0,"1200",4,4,0,8,8,0,0,1
"14525",14525,-47,1,2,4,5.41,1300,229,1,0,0,"1300",2,2,0,4,4,0,0,0
"14526",14526,-197,0,NA,5,3.08,1200,-125,1,0,0,"1200",4.04604840436924,3.46529372476571,1,5,5,0,0,1
"14527",14527,-8,0,4,6,2.75,1100,-86,0,0,0,"1100",4,4,0,6,6,0,1,0
"14528",14528,473,1,4,6,10.66,1200,317,1,0,0,"1200",4,4,0,6,6,0,0,1
"14529",14529,-56,0,7,2,11.41,1200,-59,0,0,0,"1200",7,7,0,2,2,0,0,1
"14530",14530,203,0,5,6,3.83,1200,203,0,0,0,"1200",5,5,0,6,6,0,0,1
"14531",14531,-54,0,2,NA,0.66,1300,13,0,0,0,"1300",2,2,0,5.45877722158046,4.5485944226385,1,0,0
"14532",14532,1940,0,5,9,10.16,1200,1404,0,0,0,"1200",5,5,0,9,9,0,0,1
"14533",14533,-37,0,5,4,18.83,1200,-25,0,0,0,"1200",5,5,0,4,4,0,0,1
"14534",14534,-43,1,1,4,3,1200,191,1,0,0,"1200",1,1,0,4,4,0,0,1
"14535",14535,213,0,5,7,6,1100,293,0,0,0,"1100",5,5,0,7,7,0,1,0
"14536",14536,-9,0,NA,NA,1.41,1200,-9,0,0,0,"1200",4.04604840436924,3.33232595993049,1,5.45877722158046,5.52195622895606,1,0,1
"14537",14537,73,0,5,2,16.16,1200,97,0,0,0,"1200",5,5,0,2,2,0,0,1
"14538",14538,-37,0,NA,NA,2.41,1300,NA,NA,0,NA,"1300",4.04604840436924,3.49097685173034,1,5.45877722158046,4.57448657070251,1,0,0
"14539",14539,904,1,3,6,18.25,1200,906,1,0,1,"1200",3,3,0,6,6,0,0,1
"14540",14540,-31,0,NA,NA,1.08,1200,-27,1,0,0,"1200",4.04604840436924,3.30605089262772,1,5.45877722158046,5.51707370960685,1,0,1
"14541",14541,176,0,3,6,2.83,1300,51,0,0,0,"1300",3,3,0,6,6,0,0,0
"14542",14542,2,0,6,5,3.58,1300,-43,0,0,0,"1300",6,6,0,5,5,0,0,0
"14543",14543,-27,0,NA,NA,5.83,1200,NA,NA,0,NA,"1200",4.04604840436924,3.68425261895544,1,5.45877722158046,5.58735239720916,1,0,1
"14544",14544,-29,0,NA,NA,0.66,1200,NA,NA,0,NA,"1200",4.04604840436924,3.27260989787875,1,5.45877722158046,5.51085959407149,1,0,1
"14545",14545,54,1,NA,NA,2.58,1200,NA,NA,1,NA,"1200",4.04604840436924,2.86508388987962,1,5.45877722158046,6.37359931943396,1,0,1
"14546",14546,22,0,7,7,19.16,1200,21,0,0,0,"1200",7,7,0,7,7,0,0,1
"14547",14547,167,1,2,7,8.58,1200,130,1,0,0,"1200",2,2,0,7,7,0,0,1
"14548",14548,5,0,NA,NA,3,1200,90,0,0,0,"1200",4.04604840436924,3.45892401148019,1,5.45877722158046,5.54548109491136,1,0,1
"14549",14549,-10,0,5,5,3.83,1200,55,0,0,0,"1200",5,5,0,5,5,0,0,1
"14550",14550,185,0,6,6,6.5,1200,472,0,0,0,"1200",6,6,0,6,6,0,0,1
"14551",14551,-8,0,6,8,7.58,1200,-6,0,0,0,"1200",6,6,0,8,8,0,0,1
"14552",14552,496,0,3,8,12,1200,946,1,0,0,"1200",3,3,0,8,8,0,0,1
"14553",14553,41,0,NA,NA,7.16,1200,16,0,0,0,"1200",4.04604840436924,3.7901491023272,1,5.45877722158046,5.60703042973781,1,0,1
"14554",14554,709,1,7,7,22.08,1200,-8,1,0,0,"1200",7,7,0,7,7,0,0,1
"14555",14555,280,0,NA,NA,3.25,1100,153,0,0,0,"1100",4.04604840436924,3.79105973683504,1,5.45877722158046,4.05148297876165,1,1,0
"14556",14556,529,0,3,8,7.33,1200,826,0,0,0,"1200",3,3,0,8,8,0,0,1
"14557",14557,-89,0,7,1,31.16,1100,-51,0,0,0,"1100",7,7,0,1,1,0,1,0
"14558",14558,349,0,NA,NA,4.66,1200,NA,NA,0,NA,"1200",4.04604840436924,3.59109556215472,1,5.45877722158046,5.57004164678922,1,0,1
"14559",14559,91,0,7,8,25.41,1200,88,0,0,0,"1200",7,7,0,8,8,0,0,1
"14560",14560,-42,0,5,5,33.08,1300,-41,0,0,0,"1300",5,5,0,5,5,0,0,0
"14561",14561,33,0,NA,NA,18.08,1200,35,0,0,0,"1200",4.04604840436924,4.65961496580059,1,5.45877722158046,5.76859743365723,1,0,1
"14562",14562,209,0,4,8,2.41,1200,508,1,0,1,"1200",4,4,0,8,8,0,0,1
"14563",14563,167,1,NA,NA,13.08,1300,212,1,0,0,"1300",4.04604840436924,3.68598779476976,1,5.45877722158046,5.18388987907837,1,0,0
"14564",14564,1357,0,4,9,29.75,1200,1670,0,0,0,"1200",4,4,0,9,9,0,0,1
"14565",14565,166,0,4,9,14.08,1200,223,0,0,0,"1200",4,4,0,9,9,0,0,1
"14566",14566,460,0,3,6,8.08,1200,369,0,0,0,"1200",3,3,0,6,6,0,0,1
"14567",14567,-85,0,NA,NA,14.58,1200,-59,0,0,0,"1200",4.04604840436924,4.38094000955912,1,5.45877722158046,5.71681313752921,1,0,1
"14568",14568,251,0,3,8,4.08,1200,154,0,0,0,"1200",3,3,0,8,8,0,0,1
"14569",14569,157,0,4,5,17.16,1200,109,0,0,0,"1200",4,4,0,5,5,0,0,1
"14570",14570,70,0,7,6,4,1200,151,0,0,0,"1200",7,7,0,6,6,0,0,1
"14571",14571,758,0,NA,NA,33.83,1100,1862,0,0,0,"1100",4.04604840436924,6.22588264022483,1,5.45877722158046,4.50392977178875,1,1,0
"14572",14572,785,1,3,9,10.25,1300,371,1,1,0,"1300",3,3,0,9,9,0,0,0
"14573",14573,-29,1,3,3,7.41,1200,NA,NA,0,NA,"1200",3,3,0,3,3,0,0,1
"14574",14574,-57,0,2,7,1.08,1200,NA,NA,0,NA,"1200",2,2,0,7,7,0,0,1
"14575",14575,262,0,1,5,2,1200,207,0,0,0,"1200",1,1,0,5,5,0,0,1
"14576",14576,141,1,3,6,7.83,1200,181,1,1,0,"1200",3,3,0,6,6,0,0,1
"14577",14577,-17,1,4,3,3.25,1200,-4,1,0,0,"1200",4,4,0,3,3,0,0,1
"14578",14578,-8,0,NA,NA,2.58,1200,-17,0,0,0,"1200",4.04604840436924,3.42548301673121,1,5.45877722158046,5.539266979376,1,0,1
"14579",14579,-75,0,NA,NA,5.16,1300,-73,0,0,0,"1300",4.04604840436924,3.70993574592007,1,5.45877722158046,4.61517423194596,1,0,0
"14580",14580,-99,0,6,2,23.5,1200,-26,0,0,0,"1200",6,6,0,2,2,0,0,1
"14581",14581,-28,1,5,4,13.5,1200,-32,1,0,0,"1200",5,5,0,4,4,0,0,1
"14582",14582,87,0,6,4,13.33,1200,90,0,0,0,"1200",6,6,0,4,4,0,0,1
"14583",14583,199,0,NA,NA,11.5,1300,NA,NA,0,NA,"1300",4.04604840436924,4.21473552379748,1,5.45877722158046,4.70897778550357,1,0,0
"14584",14584,-9,0,6,5,6.5,1200,-70,0,0,0,"1200",6,6,0,5,5,0,0,1
"14585",14585,-61,0,NA,NA,6,1300,-33,1,0,0,"1300",4.04604840436924,3.77681773541802,1,5.45877722158046,4.62760246301668,1,0,0
"14586",14586,-54,0,3,7,10.33,1200,83,0,0,0,"1200",3,3,0,7,7,0,0,1
"14587",14587,-43,0,NA,NA,2.5,1200,-44,0,0,0,"1200",4.04604840436924,3.41911330344569,1,5.45877722158046,5.53808333832165,1,0,1
"14588",14588,44,0,7,4,14.66,1200,46,0,0,0,"1200",7,7,0,4,4,0,0,1
"14589",14589,263,0,NA,NA,19.83,1100,349,0,0,0,"1100",4.04604840436924,5.11118281525894,1,5.45877722158046,4.29679258727667,1,1,0
"14590",14590,-16,0,NA,3,3.83,1200,-21,0,0,0,"1200",4.04604840436924,3.52500978681745,1,3,3,0,0,1
"14591",14591,-18,0,NA,NA,3.58,1300,NA,NA,0,NA,"1300",4.04604840436924,3.58413390853106,1,5.45877722158046,4.59179732112245,1,0,0
"14592",14592,1,0,NA,NA,7.41,1200,133,0,0,0,"1200",4.04604840436924,3.81005445634445,1,5.45877722158046,5.61072930803267,1,0,1
"14593",14593,-93,0,2,3,29.08,1200,291,0,0,0,"1200",2,2,0,3,3,0,0,1
"14594",14594,240,0,4,5,19,1200,74,0,0,0,"1200",4,4,0,5,5,0,0,1
"14595",14595,-105,0,3,5,6,1200,200,0,0,0,"1200",3,3,0,5,5,0,0,1
"14596",14596,-26,0,4,9,3.5,1200,-52,0,0,0,"1200",4,4,0,9,9,0,0,1
"14597",14597,13,0,7,6,17.91,1200,56,0,0,0,"1200",7,7,0,6,6,0,0,1
"14598",14598,149,0,NA,NA,21.41,1300,NA,NA,0,NA,"1300",4.04604840436924,5.00378375704119,1,5.45877722158046,4.85560132111176,1,0,0
"14599",14599,295,0,3,6,9.08,1200,NA,NA,0,NA,"1200",3,3,0,6,6,0,0,1
"14600",14600,-64,0,3,NA,6.16,1200,-53,0,0,0,"1200",3,3,0,5.45877722158046,5.59223491655837,1,0,1
"14601",14601,-23,0,4,5,7.5,1300,-29,0,0,0,"1300",4,4,0,5,5,0,0,0
"14602",14602,288,0,4,7,5.41,1200,210,0,0,0,"1200",4,4,0,7,7,0,0,1
"14603",14603,-99,1,NA,NA,5.16,1200,NA,NA,0,NA,"1200",4.04604840436924,2.97635670377249,1,5.45877722158046,6.02897458613023,1,0,1
"14604",14604,-31,0,NA,NA,10.5,1300,NA,NA,0,NA,"1300",4.04604840436924,4.13511410772849,1,5.45877722158046,4.69418227232414,1,0,0
"14605",14605,1028,0,5,6,8.66,1200,1414,0,0,0,"1200",5,5,0,6,6,0,0,1
"14606",14606,362,0,3,6,7.91,1200,634,1,0,0,"1200",3,3,0,6,6,0,0,1
"14607",14607,68,0,2,9,2.5,1200,59,0,0,0,"1200",2,2,0,9,9,0,0,1
"14608",14608,462,0,7,6,4.58,1200,158,1,0,0,"1200",7,7,0,6,6,0,0,1
"14609",14609,48,1,2,1,3.5,1200,94,1,0,0,"1200",2,2,0,1,1,0,0,1
"14610",14610,35,0,5,5,7.41,1300,76,0,0,0,"1300",5,5,0,5,5,0,0,0
"14611",14611,194,0,NA,NA,9.66,1100,286,0,0,0,"1100",4.04604840436924,4.30143301383729,1,5.45877722158046,4.14632221824182,1,1,0
"14612",14612,450,1,2,9,4.91,1200,272,1,0,0,"1200",2,2,0,9,9,0,0,1
"14613",14613,-30,0,NA,3,2.25,1200,-29,0,0,0,"1200",4.04604840436924,3.39920794942844,1,3,3,0,0,1
"14614",14614,83,0,4,9,24.08,1200,95,0,0,0,"1200",4,4,0,9,9,0,0,1
"14615",14615,-46,0,NA,NA,0.25,1200,NA,NA,0,NA,"1200",4.04604840436924,3.23996511729046,1,5.45877722158046,5.50479343366792,1,0,1
"14616",14616,11,0,NA,3,1.16,1200,11,0,0,0,"1200",4.04604840436924,3.31242060591324,1,3,3,0,0,1
"14617",14617,119,0,5,9,21.66,1200,161,0,0,0,"1200",5,5,0,9,9,0,0,1
"14618",14618,22,0,NA,NA,15.91,1200,NA,NA,0,NA,"1200",4.04604840436924,4.48683649293088,1,5.45877722158046,5.73649117005786,1,0,1
"14619",14619,-63,0,3,4,2.33,1200,21,0,0,0,"1200",3,3,0,4,4,0,0,1
"14620",14620,834,0,3,8,8,1200,459,1,0,0,"1200",3,3,0,8,8,0,0,1
"14621",14621,-44,1,4,5,5.91,1200,-17,1,0,0,"1200",4,4,0,5,5,0,0,1
"14622",14622,295,0,5,6,16.66,1200,246,0,0,0,"1200",5,5,0,6,6,0,0,1
"14623",14623,375,0,3,6,2.5,1300,371,0,0,0,"1300",3,3,0,6,6,0,0,0
"14624",14624,-48,0,3,7,4.41,1200,-80,0,0,0,"1200",3,3,0,7,7,0,0,1
"14625",14625,-107,0,3,6,10.91,1200,-83,0,0,0,"1200",3,3,0,6,6,0,0,1
"14626",14626,20,0,6,1,7.91,1100,46,0,0,0,"1100",6,6,0,1,1,0,1,0
"14627",14627,-11,0,NA,NA,0.58,1200,NA,NA,0,NA,"1200",4.04604840436924,3.26624018459323,1,5.45877722158046,5.50967595301713,1,0,1
"14628",14628,31,0,4,1,22.08,1200,6,0,0,0,"1200",4,4,0,1,1,0,0,1
"14629",14629,237,0,NA,NA,15.5,1200,221,0,0,0,"1200",4.04604840436924,4.45419171234259,1,5.45877722158046,5.73042500965429,1,0,1
"14630",14630,-23,0,3,7,2.66,1200,-30,0,0,0,"1200",3,3,0,7,7,0,0,1
"14631",14631,30,0,3,7,4,1200,16,1,0,0,"1200",3,3,0,7,7,0,0,1
"14632",14632,207,0,4,8,4.75,1300,335,0,0,0,"1300",4,4,0,8,8,0,0,0
"14633",14633,115,0,3,5,8.25,1200,309,0,0,0,"1200",3,3,0,5,5,0,0,1
"14634",14634,-19,0,3,6,7.58,1200,-11,0,0,0,"1200",3,3,0,6,6,0,0,1
"14635",14635,-68,0,5,1,0.33,1200,-93,0,0,0,"1200",5,5,0,1,1,0,0,1
"14636",14636,-51,0,1,5,9.25,1100,-20,0,0,0,"1100",1,1,0,5,5,0,1,0
"14637",14637,133,0,NA,NA,7.58,1300,220,1,0,0,"1300",4.04604840436924,3.90261957280703,1,5.45877722158046,4.65097937384019,1,0,0
"14638",14638,827,0,6,7,4.83,1200,843,0,0,0,"1200",6,6,0,7,7,0,0,1
"14639",14639,-154,0,4,3,23.16,1300,-122,0,0,0,"1300",4,4,0,3,3,0,0,0
"14640",14640,160,0,NA,NA,24.33,1200,-83,0,0,0,"1200",4.04604840436924,5.1572488162318,1,5.45877722158046,5.8610693910287,1,0,1
"14641",14641,641,0,7,3,17,1200,-25,0,0,0,"1200",7,7,0,3,3,0,0,1
"14642",14642,255,0,4,3,17.08,1200,94,0,0,0,"1200",4,4,0,3,3,0,0,1
"14643",14643,57,0,3,NA,3.16,1300,41,0,0,0,"1300",3,3,0,5.45877722158046,4.58558320558709,1,0,0
"14644",14644,13,0,6,4,3.16,1200,21,0,0,0,"1200",6,6,0,4,4,0,0,1
"14645",14645,-10,0,2,8,4.75,1200,-1,0,0,0,"1200",2,2,0,8,8,0,0,1
"14646",14646,14,0,3,6,5.58,1300,NA,NA,0,NA,"1300",3,3,0,6,6,0,0,0
"14647",14647,120,0,6,7,29.41,1100,105,0,0,0,"1100",6,6,0,7,7,0,1,0
"14648",14648,-65,0,NA,NA,12.58,1200,-68,0,0,0,"1200",4.04604840436924,4.22169717742114,1,5.45877722158046,5.68722211117034,1,0,1
"14649",14649,-95,0,6,3,16.91,1200,-168,0,0,0,"1200",6,6,0,3,3,0,0,1
"14650",14650,121,0,6,4,5.58,1100,128,0,0,0,"1100",6,6,0,4,4,0,1,0
"14651",14651,3,0,2,6,11.08,1200,37,0,0,0,"1200",2,2,0,6,6,0,0,1
"14652",14652,804,0,7,2,10.58,1200,1399,0,0,0,"1200",7,7,0,2,2,0,0,1
"14653",14653,-52,0,3,4,21.41,1200,-49,0,0,0,"1200",3,3,0,4,4,0,0,1
"14654",14654,-12,0,NA,NA,30.41,1300,NA,NA,0,NA,"1300",4.04604840436924,5.72037650166213,1,5.45877722158046,4.98876093972667,1,0,0
"14655",14655,-22,0,4,6,3.5,1200,-53,0,0,0,"1200",4,4,0,6,6,0,0,1
"14656",14656,-38,0,1,1,1.5,1300,-113,0,0,0,"1300",1,1,0,1,1,0,0,0
"14657",14657,-27,0,5,5,6.66,1200,55,0,0,0,"1200",5,5,0,5,5,0,0,1
"14658",14658,-17,0,NA,NA,0.16,1200,NA,NA,0,NA,"1200",4.04604840436924,3.23279918984425,1,5.45877722158046,5.50346183748177,1,0,1
"14659",14659,-18,0,NA,6,13.5,1200,-35,0,0,0,"1200",4.04604840436924,4.29494888020461,1,6,6,0,0,1
"14660",14660,667,0,4,7,20.66,1200,937,0,0,0,"1200",4,4,0,7,7,0,0,1
"14661",14661,-12,0,5,7,7.16,1100,240,1,0,0,"1100",5,5,0,7,7,0,1,0
"14662",14662,-174,0,4,5,6.5,1200,-117,0,0,0,"1200",4,4,0,5,5,0,0,1
"14663",14663,125,1,3,9,14.5,1200,330,1,1,1,"1200",3,3,0,9,9,0,0,1
"14664",14664,-18,0,1,4,1.41,1200,19,1,0,0,"1200",1,1,0,4,4,0,0,1
"14665",14665,-31,0,3,7,13.16,1100,-31,0,0,0,"1100",3,3,0,7,7,0,1,0
"14666",14666,5,0,7,NA,14.66,1100,16,0,0,0,"1100",7,7,0,5.45877722158046,4.22029978413899,1,1,0
"14667",14667,-3,0,3,4,5.75,1100,-3,0,0,0,"1100",3,3,0,4,4,0,1,0
"14668",14668,40,0,4,7,6.08,1200,35,0,0,0,"1200",4,4,0,7,7,0,0,1
"14669",14669,-67,0,7,9,2.91,1200,NA,NA,0,NA,"1200",7,7,0,9,9,0,0,1
"14670",14670,112,0,NA,NA,11.66,1200,NA,NA,0,NA,"1200",4.04604840436924,4.14844547463766,1,5.45877722158046,5.67361023904526,1,0,1
"14671",14671,207,0,3,9,1.16,1200,NA,NA,0,NA,"1200",3,3,0,9,9,0,0,1
"14672",14672,236,1,2,6,22.25,1200,272,1,1,0,"1200",2,2,0,6,6,0,0,1
"14673",14673,204,0,4,6,7.58,1300,360,0,0,0,"1300",4,4,0,6,6,0,0,0
"14674",14674,-16,1,3,9,11.91,1200,36,1,0,0,"1200",3,3,0,9,9,0,0,1
"14675",14675,12,0,2,5,4.58,1200,NA,NA,0,NA,"1200",2,2,0,5,5,0,0,1
"14676",14676,25,0,3,8,2.33,1200,20,0,0,0,"1200",3,3,0,8,8,0,0,1
"14677",14677,20,0,2,3,5.41,1200,40,0,0,0,"1200",2,2,0,3,3,0,0,1
"14678",14678,36,0,5,5,27.58,1200,27,0,0,0,"1200",5,5,0,5,5,0,0,1
"14679",14679,1109,0,4,9,30.25,1200,447,1,0,0,"1200",4,4,0,9,9,0,0,1
"14680",14680,-36,0,NA,6,4.58,1200,-67,0,0,0,"1200",4.04604840436924,3.5847258488692,1,6,6,0,0,1
"14681",14681,132,0,5,5,29.75,1200,681,0,0,0,"1200",5,5,0,5,5,0,0,1
"14682",14682,-74,0,3,1,29.08,1200,-73,0,0,0,"1200",3,3,0,1,1,0,0,1
"14683",14683,607,0,4,7,16.08,1200,167,0,0,0,"1200",4,4,0,7,7,0,0,1
"14684",14684,-28,0,3,6,1.08,1100,-21,0,0,0,"1100",3,3,0,6,6,0,1,0
"14685",14685,371,0,2,6,4.91,1300,399,0,0,0,"1300",2,2,0,6,6,0,0,0
"14686",14686,-62,0,3,6,4.41,1100,NA,NA,0,NA,"1100",3,3,0,6,6,0,1,0
"14687",14687,-11,1,3,3,6.33,1200,-42,0,0,0,"1200",3,3,0,3,3,0,0,1
"14688",14688,-31,0,4,7,0.58,1200,-37,1,0,0,"1200",4,4,0,7,7,0,0,1
"14689",14689,1,0,NA,NA,6.33,1200,NA,NA,0,NA,"1200",4.04604840436924,3.72406332698993,1,5.45877722158046,5.59475015379888,1,0,1
"14690",14690,500,0,5,2,1.41,1200,370,0,0,0,"1200",5,5,0,2,2,0,0,1
"14691",14691,79,0,4,5,10.25,1300,25,0,0,0,"1300",4,4,0,5,5,0,0,0
"14692",14692,203,1,4,5,10.66,1200,369,1,0,0,"1200",4,4,0,5,5,0,0,1
"14693",14693,129,0,4,8,9.75,1200,279,0,0,0,"1200",4,4,0,8,8,0,0,1
"14694",14694,330,0,7,2,2.5,1200,324,0,0,0,"1200",7,7,0,2,2,0,0,1
"14695",14695,474,0,3,7,14.5,1200,501,0,0,0,"1200",3,3,0,7,7,0,0,1
"14696",14696,-4,0,NA,NA,2.41,1300,NA,NA,0,NA,"1300",4.04604840436924,3.49097685173034,1,5.45877722158046,4.57448657070251,1,0,0
"14697",14697,-38,0,7,1,22.08,1300,-27,0,0,0,"1300",7,7,0,1,1,0,0,0
"14698",14698,-73,0,2,3,3.83,1200,-53,0,0,0,"1200",2,2,0,3,3,0,0,1
"14699",14699,-19,0,NA,NA,3.83,1100,NA,NA,0,NA,"1100",4.04604840436924,3.83724015815506,1,5.45877722158046,4.06006437640572,1,1,0
"14700",14700,1243,0,3,9,6.75,1200,1149,0,0,0,"1200",3,3,0,9,9,0,0,1
"14701",14701,1045,0,NA,NA,22.25,1300,1224,1,0,0,"1300",4.04604840436924,5.07066574653915,1,5.45877722158046,4.86802955218249,1,0,0
"14702",14702,373,0,NA,NA,11.58,1200,348,0,0,0,"1200",4.04604840436924,4.14207576135214,1,5.45877722158046,5.67242659799091,1,0,1
"14703",14703,617,0,2,9,12.75,1200,311,0,0,0,"1200",2,2,0,9,9,0,0,1
"14704",14704,537,0,7,6,18.66,1200,562,0,0,0,"1200",7,7,0,6,6,0,0,1
"14705",14705,-3,0,3,NA,4.25,1300,-3,0,0,0,"1300",3,3,0,5.45877722158046,4.60171031495267,1,0,0
"14706",14706,65,1,4,9,3.91,1200,48,1,1,1,"1200",4,4,0,9,9,0,0,1
"14707",14707,90,0,7,9,21.58,1200,83,0,0,0,"1200",7,7,0,9,9,0,0,1
"14708",14708,164,0,4,6,7.58,1200,109,0,0,0,"1200",4,4,0,6,6,0,0,1
"14709",14709,198,0,NA,NA,11.41,1200,479,0,0,0,"1200",4.04604840436924,4.12854012062042,1,5.45877722158046,5.6699113607504,1,0,1
"14710",14710,547,1,NA,NA,7.91,1200,NA,NA,0,NA,"1200",4.04604840436924,3.19531559796222,1,5.45877722158046,6.06966224737368,1,0,1
"14711",14711,201,0,2,1,7.33,1200,306,0,0,0,"1200",2,2,0,1,1,0,0,1
"14712",14712,-33,1,3,6,2,1200,-1,1,0,0,"1200",3,3,0,6,6,0,0,1
"14713",14713,76,1,3,6,15.58,1200,-1,1,0,0,"1200",3,3,0,6,6,0,0,1
"14714",14714,150,0,7,3,5.16,1200,157,0,0,0,"1200",7,7,0,3,3,0,0,1
"14715",14715,12,0,4,1,0.33,1200,10,0,0,0,"1200",4,4,0,1,1,0,0,1
"14716",14716,255,0,4,7,5.91,1200,301,0,0,0,"1200",4,4,0,7,7,0,0,1
"14717",14717,-43,1,NA,NA,17.5,1200,-33,1,0,0,"1200",4.04604840436924,3.95888497806386,1,5.45877722158046,6.21155121876445,1,0,1
"14718",14718,-29,0,3,4,4.5,1200,-83,0,0,0,"1200",3,3,0,4,4,0,0,1
"14719",14719,53,0,2,3,2.41,1200,-55,0,0,0,"1200",2,2,0,3,3,0,0,1
"14720",14720,828,0,5,6,23.08,1200,944,1,0,0,"1200",5,5,0,6,6,0,0,1
"14721",14721,-9,0,NA,NA,2.5,1200,-22,0,0,0,"1200",4.04604840436924,3.41911330344569,1,5.45877722158046,5.53808333832165,1,0,1
"14722",14722,13,0,6,5,14,1200,3,0,0,0,"1200",6,6,0,5,5,0,0,1
"14723",14723,-67,0,4,9,3,1200,-69,0,0,0,"1200",4,4,0,9,9,0,0,1
"14724",14724,400,0,2,6,4.41,1200,NA,NA,0,NA,"1200",2,2,0,6,6,0,0,1
"14725",14725,264,0,5,4,5.25,1200,160,0,0,0,"1200",5,5,0,4,4,0,0,1
"14726",14726,7,0,NA,1,10.08,1200,20,1,0,0,"1200",4.04604840436924,4.02264363724866,1,1,1,0,0,1
"14727",14727,157,0,NA,NA,3.08,1200,NA,NA,0,NA,"1200",4.04604840436924,3.46529372476571,1,5.45877722158046,5.54666473596572,1,0,1
"14728",14728,37,0,4,8,5.83,1300,31,0,0,0,"1300",4,4,0,8,8,0,0,0
"14729",14729,16,0,NA,NA,1.91,1200,-8,0,0,0,"1200",4.04604840436924,3.37213666796499,1,5.45877722158046,5.52935398554578,1,0,1
