"","Candidate.Ref","DOJ.Extended","Duration.to.accept.offer","Notice.period","Offered.band","Pecent.hike.expected.in.CTC","Percent.hike.offered.in.CTC","Percent.difference.CTC","X","Joining.Bonus","Candidate.relocate.actual","Gender","Candidate.Source","Rex.in.Yrs","LOB","Location","Age","Status"
"7905",3338598,"Yes",42,30,"E2",43.08,43.08,0,,"No","No","Male","Employee Referral",6,"CSMP","Noida",34,"Joined"
"7906",3339003,"No",42,60,"E1",57.07,57.07,0,,"No","No","Male","Direct",3,"ETS","Noida",34,"Joined"
"7907",3347875,"Yes",42,30,"E2",38.46,38.46,0,,"No","No","Male","Employee Referral",7,"BFSI","Mumbai",34,"Joined"
"7908",3355912,"Yes",42,30,"E1",36.36,36.36,0,,"No","No","Male","Direct",3,"BFSI","Bangalore",34,"Joined"
"7909",3374644,"Yes",42,30,"E1",1.88,1.88,0,,"No","No","Male","Direct",4,"BFSI","Bangalore",34,"Joined"
"7910",3382504,"No",42,45,"E1",37.14,37.14,0,,"No","No","Male","Direct",3,"BFSI","Bangalore",34,"Joined"
"7911",3382566,"Yes",42,90,"E2",66.67,58.33,-5,,"Yes","No","Male","Employee Referral",7,"ETS","Chennai",34,"Joined"
"7912",3382624,"No",42,90,"E2",33.76,37.58,2.86,,"No","Yes","Male","Direct",6,"ETS","Noida",34,"Joined"
"7913",3488061,"Yes",42,60,"E2",36.84,26.32,-7.69,,"No","No","Male","Direct",7,"ETS","Bangalore",34,"Joined"
"7914",3488688,"Yes",42,30,"E1",20.37,20.37,0,,"No","No","Male","Agency",5,"BFSI","Bangalore",34,"Joined"
"7915",3517486,"Yes",42,0,"E2",30,50,15.38,,"No","No","Male","Direct",7,"AXON","Kolkata",34,"Joined"
"7916",3530042,"No",42,60,"E2",65.38,53.85,-6.98,,"No","No","Male","Employee Referral",3,"INFRA","Noida",34,"Joined"
"7917",3588635,"Yes",42,0,"E2",30,21.79,-6.31,,"No","No","Male","Direct",6,"EAS","Hyderabad",34,"Joined"
"7918",2444384,"Yes",43,60,"E1",37.25,33.33,-2.86,,"No","No","Male","Direct",3,"EAS","Chennai",25,"Not Joined"
"7919",2172847,"No",43,75,"E2",12.5,7.5,-4.44,,"No","No","Male","Employee Referral",6,"ERS","Chennai",30,"Not Joined"
"7920",2173671,"Yes",43,60,"E2",50,60,6.67,,"No","Yes","Male","Direct",4,"INFRA","Noida",25,"Joined"
"7921",2215906,"Yes",43,30,"E1",10,18,7.27,,"No","No","Female","Employee Referral",3,"CSMP","Noida",27,"Joined"
"7922",2219327,"No",43,75,"E2",66.67,66.67,0,,"No","No","Male","Direct",4,"INFRA","Chennai",27,"Joined"
"7923",2221149,"No",43,60,"E2",66.67,393.33,196,,"No","Yes","Male","Direct",3,"INFRA","Bangalore",27,"Joined"
"7924",2247845,"No",43,60,"E1",55.37,27.12,-18.18,,"No","No","Female","Employee Referral",2,"BFSI","Chennai",27,"Not Joined"
"7925",2282081,"Yes",43,60,"E1",,,,,"No","No","Male","Direct",2,"AXON","Noida",27,"Not Joined"
"7926",2283111,"Yes",43,45,"E2",37.5,25,-9.09,,"No","No","Male","Direct",6,"AXON","Bangalore",30,"Not Joined"
"7927",2284500,"Yes",43,90,"E2",,,,,"No","No","Male","Employee Referral",9,"ETS","Bangalore",34,"Not Joined"
"7928",2286570,"No",43,60,"E1",,,,,"No","Yes","Female","Direct",5,"EAS","Hyderabad",27,"Joined"
"7929",2286858,"Yes",43,60,"E3",,,,,"No","No","Male","Direct",11,"INFRA","Hyderabad",35,"Joined"
"7930",2287181,"No",43,60,"E2",,,,,"No","Yes","Male","Direct",4,"INFRA","Noida",30,"Joined"
"7931",2350880,"Yes",43,60,"E1",50.94,37.74,-8.75,,"No","No","Male","Agency",6,"BFSI","Bangalore",33,"Not Joined"
"7932",2354228,"No",43,60,"E1",150,150,0,,"No","No","Male","Direct",2,"ERS","Bangalore",26,"Not Joined"
"7933",2368521,"Yes",43,30,"E1",52.94,41.18,-7.69,,"No","No","Male","Direct",3,"ERS","Bangalore",30,"Joined"
"7934",2372099,"Yes",43,30,"E2",66.67,46.67,-12,,"No","No","Male","Direct",7,"EAS","Bangalore",34,"Joined"
"7935",2372428,"Yes",43,30,"E1",75,75,0,,"No","No","Male","Agency",5,"BFSI","Bangalore",28,"Not Joined"
"7936",2372537,"Yes",43,30,"E1",61.29,45.16,-10,,"No","No","Male","Agency",3,"BFSI","Bangalore",26,"Joined"
"7937",2395590,"Yes",43,30,"E1",23.46,23.46,0,,"No","No","Male","Direct",4,"BFSI","Bangalore",33,"Joined"
"7938",2417106,"Yes",43,30,"E1",42.86,42.86,0,,"No","No","Male","Agency",4,"BFSI","Bangalore",27,"Joined"
"7939",2419872,"Yes",43,30,"E2",25.71,13.14,-10,,"No","No","Male","Agency",6,"BFSI","Bangalore",38,"Joined"
"7940",2469365,"Yes",43,30,"E1",36.05,42.86,5,,"No","No","Male","Employee Referral",1,"INFRA","Noida",23,"Joined"
"7941",2486553,"Yes",43,45,"E2",25.33,25.33,0,,"No","No","Female","Direct",7,"CSMP","Hyderabad",33,"Not Joined"
"7942",2534060,"Yes",43,30,"E1",52.17,52.17,0,,"No","No","Male","Agency",2,"ERS","Chennai",26,"Joined"
"7943",2534111,"No",43,90,"E2",34.15,29.27,-3.64,,"No","No","Male","Direct",4,"AXON","Noida",29,"Not Joined"
"7944",2538002,"Yes",43,30,"E3",20,20,0,,"No","No","Female","Agency",13,"Healthcare","Noida",38,"Joined"
"7945",2569239,"Yes",43,45,"E1",34.83,,,,"No","No","Male","Direct",3,"Healthcare","Noida",26,"Not Joined"
"7946",2613717,"Yes",43,45,"E1",71.88,71.88,0,,"No","No","Male","Agency",3,"BFSI","Bangalore",35,"Joined"
"7947",2618623,"Yes",43,60,"E3",37.93,37.93,0,,"No","No","Male","Employee Referral",10,"EAS","Chennai",50,"Joined"
"7948",2780679,"Yes",43,90,"E3",19.35,29.03,8.11,,"No","Yes","Male","Employee Referral",14,"ETS","Bangalore",40,"Joined"
"7949",2785501,"No",43,30,"E1",21.95,21.95,0,,"No","No","Male","Direct",3,"BFSI","Bangalore",29,"Joined"
"7950",2785734,"Yes",43,30,"E1",31.58,31.58,0,,"No","No","Male","Direct",3,"BFSI","Bangalore",28,"Joined"
"7951",2814085,"No",43,60,"E1",67.44,51.16,-9.72,,"No","No","Male","Agency",8,"ERS","Chennai",27,"Joined"
"7952",2835850,"No",43,60,"E2",35,125,66.67,,"No","No","Male","Direct",5,"INFRA","Noida",30,"Joined"
"7953",2836593,"Yes",43,45,"E1",35.25,35.25,0,,"No","No","Male","Direct",4,"CSMP","Hyderabad",31,"Joined"
"7954",2846772,"Yes",43,30,"E1",69.27,69.27,0,,"No","No","Male","Employee Referral",2,"ERS","Chennai",25,"Joined"
"7955",2850404,"Yes",43,30,"E2",36.84,26.32,-7.69,,"No","No","Male","Direct",8,"BFSI","Bangalore",38,"Not Joined"
"7956",2866161,"No",43,45,"E1",50,50,0,,"No","No","Male","Direct",6,"CSMP","Kolkata",29,"Joined"
"7957",3233957,"Yes",43,90,"E1",87.5,56.25,-16.67,,"No","No","Male","Agency",3,"ERS","Chennai",26,"Not Joined"
"7958",3235198,"Yes",43,60,"E1",78.57,60.71,-10,,"No","Yes","Male","Agency",3,"ERS","Noida",26,"Joined"
"7959",3250180,"No",43,90,"E1",55.62,55.62,0,,"No","No","Male","Direct",4,"BFSI","Chennai",26,"Joined"
"7960",3250296,"Yes",43,30,"E1",53.85,53.85,0,,"No","No","Male","Direct",3,"BFSI","Bangalore",26,"Joined"
"7961",3257579,"Yes",43,30,"E1",44.44,40,-3.08,,"No","No","Male","Agency",4,"ERS","Chennai",29,"Not Joined"
"7962",3257632,"No",43,90,"E1",44.23,25,-13.33,,"No","No","Male","Direct",3,"CSMP","Chennai",27,"Not Joined"
"7963",3258355,"No",43,60,"E1",90,110,10.53,,"No","Yes","Male","Direct",2,"ETS","Noida",23,"Joined"
"7964",3301147,"No",43,30,"E1",69.23,126.92,34.09,,"No","No","Male","Employee Referral",1,"BFSI","Bangalore",26,"Joined"
"7965",3328276,"Yes",43,30,"E1",45.28,33.17,-8.33,,"No","No","Male","Direct",3,"BFSI","Gurgaon",34,"Joined"
"7966",3329098,"Yes",43,30,"E1",42.86,54.76,8.33,,"No","No","Male","Direct",4,"Healthcare","Noida",34,"Joined"
"7967",3334003,"Yes",43,30,"E1",50,47.5,-1.67,,"No","No","Male","Direct",3,"ETS","Chennai",34,"Joined"
"7968",3355735,"Yes",43,30,"E1",81.82,72.73,-5,,"No","No","Male","Direct",3,"BFSI","Bangalore",34,"Joined"
"7969",3391380,"Yes",43,30,"E2",92.68,92.68,0,,"No","No","Male","Employee Referral",3,"INFRA","Mumbai",34,"Joined"
"7970",3418993,"Yes",43,30,"E1",27.27,32.73,4.29,,"No","No","Male","Direct",6,"AXON","Kolkata",34,"Not Joined"
"7971",3453035,"Yes",43,30,"E1",30,35,3.85,,"No","No","Male","Direct",4,"AXON","Noida",34,"Joined"
"7972",3476024,"No",43,30,"E1",48.15,40.74,-5,,"No","No","Male","Agency",2,"ERS","Chennai",34,"Joined"
"7973",3476210,"No",43,60,"E2",21.74,30.43,7.14,,"No","No","Male","Direct",4,"INFRA","Chennai",34,"Not Joined"
"7974",3476910,"Yes",43,30,"E2",44.23,20.19,-16.67,,"No","No","Male","Direct",5,"INFRA","Chennai",34,"Joined"
"7975",3512233,"Yes",43,30,"E1",52.78,25,-18.18,,"No","No","Male","Employee Referral",2,"ERS","Chennai",34,"Joined"
"7976",2158703,"No",44,75,"E2",45.45,60,10,,"No","No","Male","Direct",8,"INFRA","Noida",34,"Not Joined"
"7977",2609241,"No",44,30,"E2",69.23,53.85,-9.09,,"No","No","Female","Agency",7,"BFSI","Bangalore",33,"Joined"
"7978",2157107,"Yes",44,60,"E2",42.86,35.71,-5,,"No","No","Male","Employee Referral",5,"INFRA","Noida",33,"Joined"
"7979",2200307,"No",44,60,"E1",30.21,30.21,0,,"No","Yes","Male","Direct",3,"ERS","Noida",26,"Joined"
"7980",2214038,"No",44,60,"E2",42.86,42.86,0,,"No","Yes","Male","Direct",3,"INFRA","Noida",31,"Joined"
"7981",2219603,"Yes",44,45,"E1",25,17.86,-5.71,,"No","No","Male","Direct",3,"INFRA","Noida",25,"Not Joined"
"7982",2341377,"No",44,60,"E2",28.57,20,-6.67,,"No","No","Male","Agency",6,"ERS","Noida",36,"Joined"
"7983",2360508,"No",44,45,"E3",30.42,34.26,2.95,,"No","No","Male","Agency",8,"INFRA","Noida",33,"Joined"
"7984",2402862,"Yes",44,30,"E1",7.64,7.64,0,,"No","No","Female","Direct",2,"INFRA","Noida",26,"Joined"
"7985",2435968,"Yes",44,30,"E1",43.29,35.75,-5.26,,"No","No","Male","Direct",5,"ETS","Noida",27,"Joined"
"7986",2448598,"Yes",44,45,"E2",42.86,42.86,0,,"No","No","Male","Direct",4,"INFRA","Noida",33,"Joined"
"7987",2460233,"Yes",44,45,"E1",37.74,37.74,0,,"No","No","Male","Direct",4,"ETS","Gurgaon",30,"Not Joined"
"7988",2469167,"Yes",44,30,"E3",37.04,37.04,0,,"No","No","Male","Direct",10,"INFRA","Mumbai",32,"Joined"
"7989",2485521,"Yes",44,45,"E2",12.9,12.9,0,,"No","No","Male","Direct",7,"AXON","Noida",30,"Joined"
"7990",2544952,"No",44,45,"E1",33.33,6.41,-20.19,,"No","No","Male","Agency",3,"BFSI","Chennai",25,"Not Joined"
"7991",2569300,"No",44,30,"E1",31.05,12.9,-13.85,,"No","No","Male","Agency",4,"ERS","Chennai",28,"Joined"
"7992",2578815,"Yes",44,30,"E2",11.11,11.11,0,,"No","No","Female","Direct",5,"Healthcare","Chennai",29,"Joined"
"7993",2594032,"Yes",44,60,"E3",26.32,15.79,-8.33,,"No","No","Male","Agency",6,"INFRA","Noida",37,"Joined"
"7994",2604426,"No",44,60,"E2",49.05,28.73,-13.64,,"No","No","Male","Agency",9,"BFSI","Chennai",35,"Not Joined"
"7995",2613876,"Yes",44,30,"E1",108.33,108.33,0,,"No","No","Male","Agency",1,"ERS","Chennai",24,"Joined"
"7996",3030194,"Yes",44,30,"E1",22.73,36.36,11.11,,"No","No","Male","Agency",2,"ERS","Chennai",24,"Joined"
"7997",3040730,"No",44,60,"E2",38.89,42.22,2.4,,"No","No","Male","Agency",11,"ETS","Noida",34,"Joined"
"7998",3200318,"Yes",44,30,"E1",4,4,0,,"No","No","Male","Agency",1,"INFRA","Bangalore",26,"Joined"
"7999",3249731,"Yes",44,30,"E1",54.41,54.41,0,,"No","No","Male","Agency",3,"ERS","Bangalore",26,"Not Joined"
"8000",3250002,"Yes",44,30,"E1",56.25,40.63,-10,,"No","Yes","Male","Agency",2,"ERS","Chennai",24,"Joined"
"8001",3250466,"Yes",44,30,"E1",30,50,15.38,,"No","No","Male","Direct",3,"CSMP","Chennai",26,"Joined"
"8002",3263571,"Yes",44,30,"E1",62.91,62.91,0,,"No","No","Female","Agency",4,"CSMP","Bangalore",27,"Joined"
"8003",3263663,"Yes",44,30,"E1",114.29,114.29,0,,"No","No","Male","Agency",2,"ERS","Chennai",25,"Joined"
"8004",3274582,"No",44,60,"E1",25,-1.79,-21.43,,"No","No","Male","Agency",6,"BFSI","Gurgaon",31,"Joined"
"8005",3287116,"Yes",44,60,"E2",30.77,26.15,-3.53,,"No","No","Female","Agency",6,"INFRA","Noida",27,"Joined"
"8006",3294077,"Yes",44,30,"E1",60,86.67,16.67,,"No","No","Male","Direct",2,"BFSI","Mumbai",32,"Joined"
"8007",3300311,"Yes",44,30,"E2",25.83,25.83,0,,"No","Yes","Male","Direct",7,"ERS","Chennai",31,"Joined"
"8008",3315327,"Yes",44,45,"E1",40,50,7.14,,"No","No","Male","Agency",4,"ETS","Chennai",27,"Joined"
"8009",3347698,"Yes",44,30,"E2",15,15,0,,"No","No","Male","Direct",4,"INFRA","Chennai",34,"Joined"
"8010",3385113,"No",44,45,"E1",35.59,35.59,0,,"No","No","Male","Direct",3,"ETS","Chennai",34,"Not Joined"
"8011",3411407,"Yes",44,30,"E1",50,50,0,,"No","No","Female","Direct",1,"CSMP","Noida",34,"Joined"
"8012",3411444,"Yes",44,30,"E1",46.58,44.95,-1.11,,"No","Yes","Male","Direct",3,"CSMP","Noida",34,"Joined"
"8013",3412090,"Yes",44,60,"E1",60.43,55.08,-3.33,,"No","No","Male","Direct",3,"ETS","Noida",34,"Joined"
"8014",3412139,"Yes",44,60,"E1",61.29,61.29,0,,"Yes","Yes","Male","Agency",3,"ERS","Chennai",34,"Joined"
"8015",3434821,"Yes",44,30,"E1",30.91,41.82,8.33,,"No","Yes","Male","Direct",4,"CSMP","Chennai",34,"Joined"
"8016",3453011,"No",44,90,"E2",49.43,26.44,-15.38,,"Yes","Yes","Male","Employee Referral",7,"ERS","Bangalore",34,"Joined"
"8017",3471606,"Yes",44,60,"E2",47.64,67.32,13.33,,"No","No","Male","Employee Referral",6,"ERS","Chennai",34,"Joined"
"8018",3607598,"No",44,30,"E1",57.34,39.86,-11.11,,"Yes","Yes","Female","Direct",2,"ERS","Hyderabad",34,"Joined"
"8019",2474728,"Yes",45,60,"E2",25,18.75,-5,,"No","No","Male","Direct",7,"BFSI","Bangalore",35,"Not Joined"
"8020",2181750,"No",45,60,"E2",48.44,45.31,-2.11,,"No","No","Male","Agency",6,"ERS","Chennai",32,"Joined"
"8021",2218696,"Yes",45,30,"E2",28,18.4,-7.5,,"Yes","Yes","Male","Direct",6,"BFSI","Pune",31,"Joined"
"8022",2220133,"No",45,60,"E2",10.39,23.38,11.76,,"No","No","Male","Direct",9,"ERS","Bangalore",31,"Joined"
"8023",2284256,"No",45,60,"E2",,,,,"No","No","Male","Employee Referral",9,"ETS","Chennai",30,"Joined"
"8024",2284714,"Yes",45,60,"E1",,,,,"No","No","Male","Direct",3,"CSMP","Noida",28,"Joined"
"8025",2341573,"No",45,45,"E1",44.58,44.58,0,,"No","No","Male","Direct",3,"BFSI","Mumbai",27,"Joined"
"8026",2344809,"Yes",45,30,"E1",38.89,18.06,-15,,"No","No","Male","Direct",4,"BFSI","Bangalore",28,"Joined"
"8027",2355514,"Yes",45,30,"E1",50,50,0,,"No","No","Male","Direct",4,"ETS","Hyderabad",30,"Joined"
"8028",2368454,"No",45,30,"E1",12,34.72,20.29,,"No","No","Male","Agency",2,"INFRA","Gurgaon",23,"Not Joined"
"8029",2394861,"Yes",45,60,"E1",20,20,0,,"No","No","Male","Direct",3,"BFSI","Bangalore",28,"Joined"
"8030",2474336,"No",45,90,"E2",41.3,41.3,0,,"No","No","Male","Direct",7,"AXON","Bangalore",34,"Joined"
"8031",2475173,"Yes",45,60,"E1",80.56,83.33,1.54,,"No","No","Male","Employee Referral",5,"ERS","Chennai",26,"Joined"
"8032",2590919,"Yes",45,30,"E1",23.08,28.21,4.17,,"No","No","Male","Agency",3,"BFSI","Bangalore",26,"Joined"
"8033",2604684,"Yes",45,45,"E1",25,16.67,-6.67,,"No","No","Male","Direct",3,"ERS","Bangalore",25,"Joined"
"8034",2797814,"Yes",45,90,"E2",37.93,24.14,-10,,"No","No","Male","Direct",9,"EAS","Chennai",34,"Not Joined"
"8035",2798965,"Yes",45,30,"E1",71.43,71.43,0,,"No","Yes","Female","Direct",4,"ETS","Noida",28,"Joined"
"8036",2820255,"Yes",45,60,"E3",25.89,25.89,0,,"No","No","Female","Direct",6,"INFRA","Chennai",27,"Joined"
"8037",2866274,"Yes",45,30,"E1",34.62,44.23,7.15,,"No","No","Male","Direct",3,"INFRA","Mumbai",27,"Joined"
"8038",3029749,"Yes",45,90,"E1",62.16,62.16,0,,"No","No","Male","Direct",3,"ERS","Chennai",32,"Joined"
"8039",3031968,"No",45,30,"E1",90.48,48.81,-21.88,,"No","Yes","Female","Employee Referral",3,"CSMP","Noida",27,"Joined"
"8040",3040136,"Yes",45,45,"E1",55.44,45.08,-6.67,,"No","Yes","Male","Agency",3,"ERS","Chennai",28,"Joined"
"8041",3195380,"No",45,30,"E1",,23.53,,,"No","No","Female","Direct",4,"BFSI","Chennai",31,"Not Joined"
"8042",3210602,"No",45,30,"E3",6.95,-9.09,-15,,"No","Yes","Male","Agency",10,"ERS","Chennai",35,"Joined"
"8043",3270804,"No",45,60,"E1",46.34,34.15,-8.33,,"No","No","Male","Agency",3,"Healthcare","Chennai",27,"Not Joined"
"8044",3274195,"Yes",45,60,"E1",100,83.33,-8.33,,"No","No","Male","Agency",1,"INFRA","Chennai",23,"Joined"
"8045",3294227,"Yes",45,30,"E1",17.54,14.04,-2.99,,"No","Yes","Male","Agency",4,"ERS","Chennai",29,"Joined"
"8046",3315497,"No",45,30,"E1",64.84,40.11,-15,,"No","No","Male","Direct",3,"ERS","Chennai",28,"Joined"
"8047",3320257,"No",45,30,"E1",71.43,71.43,0,,"No","No","Male","Direct",4,"Healthcare","Chennai",27,"Joined"
"8048",3352211,"Yes",45,60,"E1",47.25,47.25,0,,"No","No","Male","Employee Referral",3,"ETS","Bangalore",34,"Joined"
"8049",3382895,"Yes",45,30,"E2",53.85,46.15,-5,,"No","No","Male","Direct",6,"ERS","Bangalore",34,"Not Joined"
"8050",3387179,"Yes",45,30,"E1",36.36,-1.82,-28,,"No","No","Female","Direct",1,"INFRA","Noida",34,"Joined"
"8051",3387400,"Yes",45,60,"E3",30.36,30.36,0,,"No","No","Male","Employee Referral",8,"INFRA","Noida",34,"Joined"
"8052",3512476,"Yes",45,60,"E2",40,29.07,-7.81,,"No","No","Male","Direct",5,"INFRA","Noida",34,"Joined"
"8053",2227339,"Yes",46,30,"E3",22.22,260,194.55,,"No","No","Male","Employee Referral",13,"ERS","Chennai",36,"Not Joined"
"8054",3424007,"Yes",46,30,"E1",44.44,-20,-44.62,,"No","No","Male","Direct",3,"CSMP","Noida",25,"Joined"
"8055",2203590,"Yes",46,60,"E2",47.39,47.39,0,,"No","Yes","Male","Direct",2,"INFRA","Bangalore",32,"Joined"
"8056",2225392,"Yes",46,30,"E1",27.78,27.78,0,,"No","No","Male","Agency",4,"BFSI","Bangalore",26,"Joined"
"8057",2226552,"No",46,30,"E2",25,20.59,-3.53,,"No","No","Male","Employee Referral",3,"INFRA","Bangalore",27,"Joined"
"8058",2284534,"No",46,75,"E2",,44.74,,,"No","No","Male","Direct",7,"ERS","Chennai",31,"Not Joined"
"8059",2286465,"Yes",46,75,"E2",,,,,"No","No","Female","Direct",6,"EAS","Chennai",31,"Not Joined"
"8060",2301648,"Yes",46,30,"E2",44.33,44.33,0,,"No","No","Male","Direct",4,"INFRA","Bangalore",28,"Joined"
"8061",2301720,"Yes",46,60,"E1",100,95,-2.5,,"No","No","Male","Direct",2,"ERS","Chennai",24,"Joined"
"8062",2361217,"No",46,60,"E2",38.89,38.89,0,,"No","No","Male","Direct",9,"BFSI","Bangalore",37,"Joined"
"8063",2365080,"Yes",46,30,"E2",11.11,10,-1,,"No","No","Female","Employee Referral",6,"BFSI","Bangalore",34,"Joined"
"8064",2395407,"Yes",46,30,"E1",30.95,30.95,0,,"No","No","Male","Employee Referral",3,"ETS","Chennai",27,"Joined"
"8065",2416582,"Yes",46,30,"E1",32.26,15.32,-12.8,,"No","No","Male","Agency",4,"BFSI","Bangalore",30,"Joined"
"8066",2416655,"Yes",46,30,"E1",29.86,24.13,-4.41,,"No","No","Male","Direct",4,"BFSI","Bangalore",28,"Joined"
"8067",2417007,"Yes",46,60,"E1",66.67,44.44,-13.33,,"No","No","Female","Agency",3,"ERS","Chennai",27,"Not Joined"
"8068",2441333,"Yes",46,60,"E1",46.67,46.67,0,,"No","No","Male","Employee Referral",3,"BFSI","Bangalore",28,"Joined"
"8069",2550818,"Yes",46,30,"E1",29.41,41.18,9.09,,"No","Yes","Male","Direct",2,"ERS","Chennai",26,"Joined"
"8070",2604165,"Yes",46,45,"E1",18.18,5.45,-10.77,,"No","No","Male","Agency",5,"ERS","Noida",28,"Not Joined"
"8071",2785956,"Yes",46,90,"E2",28.57,3.57,-19.44,,"No","No","Male","Direct",7,"INFRA","Noida",29,"Not Joined"
"8072",2790476,"Yes",46,45,"E3",42.86,42.86,0,,"No","No","Male","Employee Referral",8,"INFRA","Noida",32,"Joined"
"8073",2824658,"Yes",46,90,"E2",73.91,73.91,0,,"No","No","Male","Employee Referral",5,"INFRA","Noida",30,"Not Joined"
"8074",2824685,"Yes",46,30,"E1",33.33,50,12.5,,"No","No","Female","Agency",3,"ERS","Hyderabad",26,"Joined"
"8075",2861548,"Yes",46,60,"E1",20,28,6.67,,"No","No","Male","Agency",1,"ERS","Chennai",24,"Joined"
"8076",3221639,"Yes",46,30,"E2",11.94,11.94,0,,"No","Yes","Male","Direct",7,"EAS","Chennai",31,"Joined"
"8077",3250525,"No",46,30,"E1",40.63,40.63,0,,"No","No","Male","Agency",3,"BFSI","Bangalore",27,"Joined"
"8078",3258090,"Yes",46,30,"E1",81.82,50,-17.5,,"No","No","Male","Agency",2,"ERS","Chennai",26,"Joined"
"8079",3258142,"Yes",46,30,"E1",42.16,47.06,3.45,,"No","No","Female","Agency",2,"ERS","Chennai",24,"Joined"
"8080",3263527,"Yes",46,30,"E1",42.86,42.86,0,,"No","No","Male","Direct",5,"BFSI","Bangalore",29,"Joined"
"8081",3263570,"Yes",46,60,"E1",68.67,56.63,-7.14,,"No","No","Male","Direct",4,"CSMP","Bangalore",30,"Joined"
"8082",3278060,"Yes",46,60,"E2",33.33,52.22,14.17,,"No","No","Male","Agency",1,"INFRA","Noida",30,"Joined"
"8083",3285212,"Yes",46,60,"E1",66.67,83.33,10,,"No","No","Male","Employee Referral",4,"ERS","Bangalore",28,"Joined"
"8084",3294168,"Yes",46,30,"E1",42.86,42.86,0,,"No","No","Male","Agency",2,"ERS","Chennai",24,"Joined"
"8085",3321736,"Yes",46,30,"E1",23.81,23.81,0,,"No","No","Male","Direct",3,"BFSI","Bangalore",28,"Joined"
"8086",3321773,"No",46,30,"E1",42.12,42.12,0,,"No","No","Male","Agency",4,"BFSI","Chennai",29,"Not Joined"
"8087",3328261,"Yes",46,30,"E1",45.79,27.1,-12.82,,"No","Yes","Male","Direct",4,"AXON","Bangalore",34,"Joined"
"8088",3337505,"Yes",46,30,"E1",8.33,8.33,0,,"No","Yes","Female","Agency",3,"AXON","Noida",34,"Joined"
"8089",3342316,"No",46,30,"E1",47.37,47.37,0,,"No","No","Male","Direct",2,"BFSI","Chennai",34,"Joined"
"8090",3348322,"Yes",46,45,"E2",42.86,42.86,0,,"No","No","Male","Direct",6,"INFRA","Chennai",34,"Joined"
"8091",3351054,"Yes",46,45,"E1",114.29,78.57,-16.67,,"No","Yes","Male","Direct",3,"ERS","Bangalore",34,"Joined"
"8092",3352165,"Yes",46,30,"E1",8.33,8.33,0,,"No","No","Male","Direct",3,"BFSI","Bangalore",34,"Joined"
"8093",3360090,"Yes",46,30,"E1",125,150,11.11,,"No","No","Female","Direct",4,"ERS","Chennai",34,"Joined"
"8094",3379859,"Yes",46,30,"E1",122.22,122.22,0,,"No","No","Male","Agency",2,"ERS","Chennai",34,"Joined"
"8095",3379906,"Yes",46,30,"E1",50,100,33.33,,"No","No","Male","Agency",3,"INFRA","Bangalore",34,"Joined"
"8096",3379934,"Yes",46,30,"E1",103.88,103.88,0,,"No","No","Male","Agency",3,"ERS","Chennai",34,"Joined"
"8097",3382048,"Yes",46,30,"E1",15.79,15.79,0,,"No","No","Male","Direct",3,"CSMP","Noida",34,"Joined"
"8098",3412195,"Yes",46,30,"E2",51.52,31.31,-13.33,,"Yes","No","Male","Agency",7,"AXON","Noida",34,"Not Joined"
"8099",3434403,"Yes",46,60,"E1",34.8,28.68,-4.55,,"Yes","No","Male","Agency",3,"ERS","Noida",34,"Joined"
"8100",3451813,"No",46,60,"E1",25,25,0,,"No","No","Male","Direct",3,"BFSI","Bangalore",34,"Joined"
"8101",3481524,"No",46,30,"E2",,42.86,,,"No","No","Female","Agency",4,"INFRA","Chennai",34,"Not Joined"
"8102",3487609,"Yes",46,90,"E1",44.44,37.78,-4.62,,"No","Yes","Male","Agency",3,"EAS","Noida",34,"Joined"
"8103",2537925,"Yes",47,60,"E3",45.83,51.04,3.57,,"No","No","Male","Agency",10,"INFRA","Noida",34,"Joined"
"8104",2226315,"Yes",47,60,"E1",56.86,47.06,-6.25,,"No","Yes","Male","Direct",7,"CSMP","Kolkata",29,"Joined"
"8105",2241021,"Yes",47,60,"E1",17.82,17.82,0,,"No","No","Male","Employee Referral",6,"CSMP","Noida",33,"Not Joined"
"8106",2284343,"Yes",47,90,"E1",,24.41,,,"No","No","Male","Direct",2,"ERS","Bangalore",25,"Not Joined"
"8107",2284527,"No",47,60,"E2",,,,,"No","Yes","Female","Direct",5,"INFRA","Chennai",30,"Joined"
"8108",2286281,"Yes",47,90,"E1",,,,,"No","No","Female","Direct",6,"ERS","Bangalore",32,"Joined"
"8109",2378753,"Yes",47,30,"E2",44.44,7.8,-25.37,,"No","No","Male","Employee Referral",3,"INFRA","Noida",36,"Not Joined"
"8110",2437505,"Yes",47,60,"E1",62.5,30.56,-19.66,,"No","No","Male","Employee Referral",4,"ERS","Hyderabad",27,"Joined"
"8111",2441899,"Yes",47,60,"E2",36.05,27.89,-6,,"No","No","Male","Employee Referral",7,"BFSI","Bangalore",33,"Joined"
"8112",2550719,"Yes",47,30,"E2",44.51,32.95,-8,,"No","No","Male","Agency",9,"ERS","Chennai",31,"Joined"
"8113",2556615,"No",47,60,"E3",34.23,32.55,-1.25,,"No","No","Male","Direct",8,"INFRA","Chennai",34,"Not Joined"
"8114",2568909,"Yes",47,60,"E2",31.58,65.79,26,,"No","Yes","Male","Agency",3,"INFRA","Noida",28,"Joined"
